service_id,date,exception_type
****5,20231006,1
****5,20231013,1
****5,20231020,1
1234*,20231009,1
1234*,20231010,1
1234*,20231011,1
1234*,20231012,1
1234*,20231016,1
1234*,20231017,1
1234*,20231018,1
1234*,20231019,1
12345,20231006,1
12345,20231009,1
12345,20231010,1
12345,20231011,1
12345,20231012,1
12345,20231013,1
12345,20231016,1
12345,20231017,1
12345,20231018,1
12345,20231019,1
12345,20231020,1
6,20231007,1
6,20231014,1
7,20231008,1
7,20231015,1
